customer_id,application_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_term,interest_rate,existing_loans,credit_score,repayment_history,transacted_amount,join_date,default_flag,loan_purpose,total_debt,total_transactions,total_spending,join_year,join_month,join_day,join_weekday,education_level_encoded,gender_encoded,region_East,region_North,region_South,region_West,loan_purpose_Education,loan_purpose_Home,loan_purpose_Personal,loan_purpose_Unknown,annual_income_binned,annual_income_high,annual_income_quantile_binned,annual_income_kmeans_binned,annual_income_scaled,annual_income_log,annual_income_yeo_johnson,annual_income_box_cox,annual_income_log_col,annual_income_yeo_johnson_col,annual_income_box_cox_col,debt_to_income_ratio,avg_monthly_transaction,spending_to_income_ratio
CUST00016,APP000016,57.0,Female,South,Bachelors,Self-employed,216170.0,196701.78,36.0,7.19,5.0,476.0,Good,78171.81,2019-04-19,1.0,Home,446701.78,15.0,78171.81,2019,4,19,4,2.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,2.0,0.2511915312312505,12.283825040130203,0.47827391218759635,0.47827361430674986,12.283825040130203,0.47827391218759635,0.47827361430674986,2.0664278742291984,1.25,0.3616202450837531
CUST00017,APP000017,41.0,Male,South,Masters,Self-employed,268810.0,469425.98,24.0,21.8,5.0,336.0,Good,4479674.51,2021-03-25,1.0,Home,719425.98,895.0,4479674.51,2021,3,25,3,3.0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,4.0,2.0,0.7885602218557337,12.501763809412871,0.9251793813500393,0.9251789811191604,12.501763809412871,0.9251793813500393,0.9251789811191604,2.676326415213663,74.58333333333333,16.664773800179308
CUST00018,APP000018,20.0,Male,East,Diploma,Salaried,118900.0,569656.97,48.0,20.47,4.0,709.0,Good,154432.14,2023-09-15,0.0,Education,769656.97,30.0,154432.14,2023,9,15,4,1.0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-0.7417767920408521,11.686046493072437,-0.7218372351142611,-0.7218367879197365,11.686046493072437,-0.7218372351142611,-0.7218367879197365,6.473090806637455,2.5,1.298829614553284
CUST00019,APP000019,39.0,Male,South,Masters,Salaried,192930.0,866682.35,12.0,17.66,3.0,426.0,Poor,1205832.47,2021-06-21,1.0,Education,1016682.35,241.0,1205832.47,2021,6,21,0,3.0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.013948971008739302,12.170087891010663,0.24704887452858043,0.24704869746453118,12.170087891010663,0.24704887452858043,0.24704869746453118,5.269668171522461,20.083333333333332,6.250071113506901
CUST00020,APP000020,70.0,Male,East,Bachelors,Salaried,124090.0,491706.71,84.0,19.75,0.0,782.0,Average,171621.8,2024-01-14,0.0,Education,491706.71,34.0,171621.8,2024,1,14,6,2.0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-0.6887953424902999,11.72877044640329,-0.637296760698854,-0.6372963546123629,11.72877044640329,-0.637296760698854,-0.6372963546123629,3.9624687527701448,2.8333333333333335,1.3830318073027053
CUST00021,APP000021,19.0,Female,North,Bachelors,Salaried,95910.0,899721.18,48.0,9.58,0.0,467.0,Good,1685859.0,2022-02-13,0.0,Personal,899721.18,337.0,1685859.0,2022,2,13,6,2.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.9764672593177683,11.471175957109097,-1.1441772468759797,-1.1441767270294132,11.471175957109097,-1.1441772468759797,-1.1441767270294132,9.380792401288696,28.083333333333332,17.577326896810586
CUST00022,APP000022,41.0,Female,East,Bachelors,Salaried,159450.0,105976.84834771598,12.0,14.79,4.0,891.0,Poor,2574193.96,2019-01-27,1.0,Education,200000.0,514.0,2574193.96,2019,1,27,6,2.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,-0.3278273162653431,11.97949194397702,-0.1373740327307915,-0.1373739526568193,11.97949194397702,-0.1373740327307915,-0.1373739526568193,1.254303830016745,42.833333333333336,16.14410671616986
CUST00023,APP000023,61.0,Male,East,High School,Salaried,102620.0,154259.08,12.0,12.97,3.0,593.0,Good,3985257.9,2020-10-15,1.0,Education,304259.08,797.0,3985257.9,2020,10,15,3,0.0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9079690846579985,11.538797869137621,-1.0117713603694565,-1.0117708340705014,11.538797869137621,-1.0117713603694565,-1.0117708340705014,2.9648812621198393,66.41666666666667,38.83472096354547
CUST00024,APP000024,47.0,Male,West,Masters,Student,292690.0,990284.65,60.0,8.59,3.0,642.0,Good,1696527.94,2023-09-28,0.0,Home,1145081.74,339.0,1696527.94,2023,9,28,3,3.0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,4.0,2.0,1.0323361400189681,12.586872724000887,1.1010842269991556,1.1010838482430305,12.586872724000887,1.1010842269991556,1.1010838482430305,3.912254698641229,28.25,5.796310580099832
CUST00025,APP000025,55.0,Female,East,Masters,Salaried,105770.0,536688.01,12.0,15.26,1.0,609.0,Average,3530395.22,2022-10-25,1.0,Education,586688.01,706.0,3530395.22,2022,10,25,1,3.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8758127135435015,11.5690316587541,-0.9524217685984081,-0.9524212491093239,11.5690316587541,-0.9524217685984081,-0.9524212491093239,5.5467756757523325,58.833333333333336,33.37772376171162
CUST00026,APP000026,19.0,Female,East,PhD,Salaried,195200.0,404021.13,84.0,22.65,5.0,827.0,Average,945647.24,2022-02-12,0.0,Education,654021.13,189.0,945647.24,2022,2,12,5,4.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0371219749547419,12.181785075898826,0.27076591511822445,0.27076572408781996,12.181785075898826,0.27076591511822445,0.27076572408781996,3.3505009195649613,15.75,4.844479485248539
CUST00027,APP000027,38.0,Female,North,PhD,Self-employed,120370.0,665931.49,12.0,7.68,2.0,839.0,Good,3755486.3,2020-09-28,1.0,Education,765931.49,751.0,3755486.3,2020,9,28,0,4.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-0.7267704855207535,11.698333919057141,-0.6975426079706016,-0.6975421719180024,11.698333919057141,-0.6975426079706016,-0.6975421719180024,6.363089863837636,62.583333333333336,31.19926145001703
CUST00028,APP000028,50.0,Male,West,PhD,Salaried,186940.0,126715.45,36.0,11.95,4.0,718.0,Good,1187623.06,2021-05-31,1.0,Education,326715.45,237.0,1187623.06,2021,5,31,0,4.0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,-0.0471991759677169,12.138548338032207,0.18317161583374858,0.18317147785834145,12.138548338032207,0.18317161583374858,0.18317147785834145,1.7476928549649355,19.75,6.352929854873998
CUST00029,APP000029,29.0,Male,Central,Bachelors,Student,125240.0,643807.87,48.0,10.53,2.0,743.0,Good,726288.33,2022-10-10,0.0,Education,743807.87,145.0,726288.33,2022,10,10,0,2.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-0.6770557149405629,11.7379951600779,-0.6190185817238224,-0.619018185337911,11.7379951600779,-0.6190185817238224,-0.619018185337911,5.939012543815523,12.083333333333334,5.799125925216183
CUST00030,APP000030,39.0,Female,North,Masters,Self-employed,86800.0,508271.28,36.0,11.05,2.0,857.0,Good,935190.16,2020-02-23,1.0,Personal,608271.28,187.0,935190.16,2020,2,23,6,3.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0694655262552502,11.371373421319406,-1.3387447399364742,-1.338744294426921,11.371373421319406,-1.3387447399364742,-1.338744294426921,7.007652907224571,15.583333333333334,10.77395606041405
CUST00031,APP000031,61.0,Female,North,Bachelors,Self-employed,207290.0,418540.59,84.0,22.44,4.0,535.0,Good,918495.01,2020-01-15,0.0,Home,618540.5900000001,183.0,918495.01,2020,1,15,2,2.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,0.1605411898037161,12.241878882141311,0.39283903716167184,0.3928387796547391,12.241878882141311,0.39283903716167184,0.3928387796547391,2.9839240005596004,15.25,4.4309449517827595
CUST00032,APP000032,42.0,Male,Central,High School,Salaried,144680.0,953959.62,12.0,14.96,3.0,738.0,Good,2569185.77,2023-04-06,1.0,Education,1103959.62,513.0,2569185.77,2023,4,6,3,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.4786049674910957,11.88228659784751,-0.33196968114083636,-0.33196946416451045,11.88228659784751,-0.33196968114083636,-0.33196946416451045,7.630301283513385,42.75,17.75758924806989
CUST00033,APP000033,66.0,Male,East,PhD,Salaried,187770.0,532088.92,84.0,14.93,4.0,513.0,Good,4225539.93,2020-02-01,1.0,Education,732088.92,845.0,4225539.93,2020,2,1,5,4.0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,-0.0387262273883415,12.142978414237053,0.19213755170402766,0.19213740812018978,12.142978414237053,0.19213755170402766,0.19213740812018978,3.898839117861651,70.41666666666667,22.50368763014523
CUST00034,APP000034,44.0,Female,South,Bachelors,Salaried,192567.25052917542,234735.13,60.0,19.93,2.0,384.0,Good,407229.33,2023-01-10,1.0,Unknown,334735.13,81.0,407229.33,2023,1,10,1,2.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,0.010245889546700387,12.168205918076122,0.24323436148198968,0.2432341866931125,12.168205918076122,0.24323436148198968,0.2432341866931125,1.7382674925910766,6.75,2.114727266207894
CUST00035,APP000035,59.0,Female,West,Bachelors,Unemployed,83790.0,469784.21,36.0,9.63,5.0,384.0,Good,3537712.03,2022-11-09,1.0,Personal,719784.21,707.0,3537712.03,2022,11,9,2,2.0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.100192725320214,11.336080882134516,-1.4073069816738304,-1.4073065840451966,11.336080882134516,-1.4073069816738304,-1.4073065840451966,8.590232960580492,58.916666666666664,42.220668448878754
CUST00036,APP000036,45.0,Female,South,High School,Salaried,279730.0,920999.66,36.0,15.28,5.0,788.0,Good,3275188.83,2021-12-19,1.0,Home,1170999.66,655.0,3275188.83,2021,12,19,6,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,4.0,2.0,0.9000356417193233,12.54158370608392,1.007383006499656,1.0073826114034088,12.54158370608392,1.007383006499656,1.0073826114034088,4.186163349789619,54.583333333333336,11.708351344684715
CUST00037,APP000037,33.0,Female,Central,Diploma,Salaried,235240.0,192573.56,24.0,14.31,5.0,364.0,Average,4363874.56,2019-06-27,1.0,Home,442573.56,872.0,4363874.56,2019,6,27,3,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,2.0,0.44586518112123713,12.368365799542582,0.6510319802904144,0.6510316192221309,12.368365799542582,0.6510319802904144,0.6510316192221309,1.8813623475499595,72.66666666666667,18.550654690296334
CUST00038,APP000038,32.0,Male,North,Masters,Student,122580.0,229677.9,12.0,17.15,3.0,363.0,Average,1228296.33,2024-02-25,0.0,Education,379677.9,245.0,1228296.33,2024,2,25,6,3.0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-0.7042099838816938,11.71652731494412,-0.661542198069675,-0.6615417795408739,11.71652731494412,-0.661542198069675,-0.6615417795408739,3.0973633760533854,20.416666666666668,10.020283159706644
CUST00039,APP000039,64.0,Male,North,Diploma,Salaried,168530.0,32768.98,60.0,23.8,0.0,642.0,Good,2256048.19,2020-05-26,0.0,Education,32768.98,451.0,2256048.19,2020,5,26,1,1.0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,-0.2351353004813327,12.034874988114124,-0.026061700128009072,-0.02606169852077776,12.034874988114124,-0.026061700128009072,-0.02606169852077776,0.1944388866143321,37.583333333333336,13.386547222766138
CUST00040,APP000040,68.0,Female,West,PhD,Salaried,274030.0,33906.25,36.0,20.08,4.0,651.0,Good,4629878.6,2023-03-31,0.0,Home,233906.25,925.0,4629878.6,2023,3,31,4,4.0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,4.0,2.0,0.8418479225597573,12.52099651765664,0.9648618471598825,0.9648614483633668,12.52099651765664,0.9648618471598825,0.9648614483633668,0.8535758728027121,77.08333333333333,16.895455623633822
CUST00041,APP000041,61.0,Male,North,Bachelors,Salaried,129510.0,832803.79,36.0,13.76,5.0,457.0,Good,3303367.32,2019-11-19,0.0,Education,1082803.79,660.0,3303367.32,2019,11,19,1,2.0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-0.6334659674298003,11.771521098599298,-0.5525151613554355,-0.5525148023902123,11.771521098599298,-0.5525151613554355,-0.5525148023902123,8.360709051740779,55.0,25.5064613816587
CUST00042,APP000042,69.0,Female,North,High School,Student,139950.0,737480.15,60.0,21.07,4.0,888.0,Good,1949954.38,2022-04-15,1.0,Education,937480.15,389.0,1949954.38,2022,4,15,4,0.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-0.5268905660217531,11.849047640327147,-0.39828537563091426,-0.398285113744487,11.849047640327147,-0.39828537563091426,-0.398285113744487,6.698631306671621,32.416666666666664,13.933122164186036
CUST00043,APP000043,20.0,Female,West,High School,Salaried,183840.0,367940.24,84.0,9.9,5.0,790.0,Good,665747.79,2023-01-21,1.0,Education,617940.24,133.0,665747.79,2023,1,21,5,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,-0.0788451284930949,12.121826532580409,0.1493473283866618,0.1493472118987942,12.121826532580409,0.1493473283866618,0.1493472118987942,3.3612754499812336,11.083333333333334,3.621323806985384
CUST00044,APP000044,54.0,Female,West,Masters,Self-employed,192732.63960708043,704344.93,84.0,7.52,3.0,762.0,Good,1319800.19,2021-02-26,1.0,Unknown,854344.93,263.0,1319800.19,2021,2,26,4,3.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,0.011934242742699764,12.169064409001274,0.24497436400303405,0.24497418817535568,12.169064409001274,0.24497436400303405,0.24497418817535568,4.432775366779376,21.916666666666668,6.847793632137244
CUST00045,APP000045,68.0,Male,Central,Diploma,Self-employed,249830.0,407301.81,12.0,10.48,0.0,524.0,Good,2910265.23,2019-10-12,0.0,Home,407301.81,582.0,2910265.23,2019,10,12,5,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,2.0,0.5948053254261613,12.428539968253359,0.7744609130166333,0.7744605242045677,12.428539968253359,0.7744609130166333,0.7744605242045677,1.6303093291064759,48.5,11.648935600465915
CUST00046,APP000046,24.0,Female,North,Masters,Salaried,149570.0,953838.86,24.0,12.79,0.0,612.0,Average,3593658.06,2019-07-07,0.0,Education,953838.86,718.0,3593658.06,2019,7,7,6,3.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,-0.4286860294752575,11.915526475463743,-0.2655373703840626,-0.26553719958828476,11.915526475463743,-0.2655373703840626,-0.26553719958828476,6.3771644235847855,59.833333333333336,24.026436006979964
CUST00047,APP000047,38.0,Male,North,Bachelors,Self-employed,109970.0,967711.63,36.0,15.68,5.0,765.0,Good,630865.22,2021-07-22,1.0,Education,1192593.44,126.0,630865.22,2021,7,22,3,2.0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8329375520575055,11.607971973652742,-0.875843401424967,-0.8758428984684317,11.607971973652742,-0.875843401424967,-0.8758428984684317,10.844617580998626,10.5,5.736650753380436
CUST00048,APP000048,26.0,Female,Central,Masters,Salaried,220650.0,404937.9,24.0,17.46,3.0,387.0,Good,3001990.33,2022-03-31,0.0,Home,554937.9,600.0,3001990.33,2022,3,31,3,3.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,2.0,0.2969250368163129,12.304337546751778,0.5201211953862983,0.5201208798151813,12.304337546751778,0.5201211953862983,0.5201208798151813,2.5150028778478233,50.0,13.605151710166734
CUST00049,APP000049,56.0,Female,East,High School,Salaried,91940.0,857137.47,84.0,22.48,1.0,602.0,Good,2756252.88,2019-11-23,0.0,Personal,907137.47,551.0,2756252.88,2019,11,23,5,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0169944952938168,11.42890234595976,-1.2267140346580467,-1.2267135360258097,11.42890234595976,-1.2267140346580467,-1.2267135360258097,9.866517331767112,45.916666666666664,29.978495774464058
CUST00050,APP000050,35.0,Male,East,High School,Self-employed,445720.0,777627.26,84.0,15.67,4.0,734.0,Good,2574637.68,2021-08-11,0.0,Business,977627.26,514.0,2574637.68,2021,8,11,2,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,4.0,2.5945232738765793,13.007448474719453,1.981865429845372,1.9818658511042486,13.007448474719453,1.981865429845372,1.9818658511042486,2.193361452567862,42.833333333333336,5.776343676874099
CUST00051,APP000051,21.0,Other,East,PhD,Unemployed,359060.0,323799.94,48.0,15.52,4.0,434.0,Good,3453714.36,2020-02-18,0.0,Business,523799.94,690.0,3453714.36,2020,2,18,1,4.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,3.0,1.7098657752155286,12.791247569470794,1.526684794797773,1.5266846465339712,12.791247569470794,1.526684794797773,1.5266846465339712,1.4588048827358027,57.5,9.618739879853283
CUST00052,APP000052,42.0,Female,Central,PhD,Self-employed,210400.0,247399.03,12.0,7.85,2.0,349.0,Good,4188873.48,2023-04-06,0.0,Home,347399.03,837.0,4188873.48,2023,4,6,3,4.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,0.1922892260469179,12.256770512686108,0.42314859084739376,0.42314831839123573,12.256770512686108,0.42314859084739376,0.42314831839123573,1.65112822657687,69.75,19.908999862167956
CUST00053,APP000053,44.99596781279243,Male,North,Bachelors,Salaried,201730.0,469069.96,48.0,7.59,3.0,731.0,Good,1621718.52,2022-02-12,1.0,Home,619069.96,324.0,1621718.52,2022,2,12,5,2.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,1.0,0.1037826426936833,12.214690405737015,0.3375617395186609,0.33756151092805453,12.214690405737015,0.3375617395186609,0.33756151092805453,3.0687894275049445,27.0,8.039014925817053
CUST00054,APP000054,67.0,Male,Central,Diploma,Salaried,197050.0,785721.86,48.0,16.37,2.0,639.0,Average,4446170.83,2024-02-01,1.0,Education,885721.86,889.0,4446170.83,2024,2,1,3,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0560074627521449,12.191217857464371,0.2899021998400668,0.28990199777391173,12.191217857464371,0.2899021998400668,0.28990199777391173,4.494886399967521,74.08333333333333,22.563553750044406
